Year,Mo,Da,Ho,Mi,Se,Lat,Lon,Depth,Mw
2008,4,13,10,10,1.6,39.164,16.515,9.9,3.77
2011,11,26,17,10,4.42,35.278,16.165,9.9,3.68
2016,10,30,8,10,51.11,42.8593,13.0505,9.8,3.59
2016,8,24,2,10,56.03,42.7558,13.1927,9.5,3.7
1985,8,18,13,10,16.09,44.5533,9.6702,9.5,3.68
2016,10,26,17,10,36.15,42.8788,13.1272,9.3,4.6
1994,9,20,19,10,4.32,41.9257,13.829,9.2,3.64
1985,1,23,10,10,16.55,44.0857,10.4493,9,4.46
2005,4,30,8,10,25.12,44.694,9.317,8.7,3.53
2017,1,29,5,10,54.64,42.6162,13.2995,8.6,4.14
2017,8,25,17,10,45.34,35.5687,15.235,8.6,4.1
2016,10,26,17,10,36.98,42.8747,13.1243,8.1,5.53
2011,10,20,6,10,51.77,44.528,9.416,7.9,4.23
2015,8,18,20,10,2.46,45.9052,11.902,7.3,3.69
1997,3,19,23,10,50.02,41.392,14.6308,7.1,4.52
2017,2,3,4,10,5.32,42.992,13.0173,7.1,4.43
2017,7,1,8,10,34.46,46.4428,7.1328,7.1,3.97
1998,2,7,1,10,57.16,43.0017,12.8197,7.1,3.76
1997,9,29,18,10,13.1,43.0418,12.8933,7,3.66
2016,10,28,8,10,52.09,42.9577,13.1462,6.9,3.53
1987,1,22,5,10,50.09,43.5417,10.188,5.9,4.02
1986,10,13,5,10,0.31,42.9242,13.1863,5.5,4.21
2014,9,5,10,10,18.22,39.1887,18.8615,5,4.05
1979,10,5,23,10,52,42.75,13.0833,5,3.58
2011,4,23,22,10,58.26,35.882,14.882,5,3.56
2003,8,30,9,10,51.5,46.336,12.847,5,3.55
1995,2,10,8,10,10.48,37.6732,14.9875,4.8,3.66
1965,1,10,20,10,3,43.26,16.9,3,4.46
1997,9,26,13,10,11.37,43.062,12.854,1.9,3.86
1997,10,18,17,10,49.16,42.8413,12.9608,1.2,3.56
1992,5,28,14,10,38.67,44.1658,11.438,0.9,3.55
2019,1,4,4,10,36,37.698,14.939,0.1,3.56
1962,8,30,12,10,0,42.7167,13,0,4.74
1964,9,5,21,10,18,44.6,11.8,0,4.36
1968,1,15,2,10,0,37,16,0,4.34
1964,12,23,0,10,44,44.1,11.2,0,4.16
1968,1,15,10,10,56,37.8,13,0,4.14
1978,12,14,17,10,7,38.6333,13.4333,0,4.14
1976,9,20,9,10,1,46.35,13.2667,0,4.11
1975,4,4,9,10,53,44.0833,10.9167,0,4.08
1992,12,5,18,10,38.04,41.8057,17.804,0,3.97
2002,11,5,23,10,40.98,41.7245,14.9408,0,3.86
1961,12,20,18,10,46,46.2,11.5,0,3.8
1970,10,7,2,10,0,37.8,13.8,0,3.8
1970,12,31,21,10,0,44.1333,8.3333,0,3.8
1980,11,23,21,10,32,41.1849,15.6524,0,3.75
1961,3,23,6,10,0,42.9,12.6333,0,3.7
1970,10,23,18,10,0,40.7833,15.4167,0,3.7
1971,2,26,2,10,32,46.7,10.2,0,3.64
1974,8,8,23,10,0,43.7,10.9,0,3.64
1975,5,21,4,10,47,45.9,8.8333,0,3.64
1976,5,6,23,10,8,46.4833,12.65,0,3.56
1997,10,13,9,10,20.23,42.8817,12.9748,0,3.56
1968,1,28,2,10,48,46.2667,7.65,0,3.54
1975,10,8,13,10,29,41.9667,14.4167,0,3.54
1974,11,20,15,10,53,45.6,12.2,0,3.5
1968,4,21,21,9,46,39.7667,14.85,316,4.26
1970,1,29,11,9,23,38.6667,14.8333,283,4.68
2016,11,25,21,9,11.69,39.1302,15.5393,261.7,3.56
1967,12,9,3,9,56,42.5,16.5,100,4.94
1991,6,6,1,9,58.85,38.232,16.5483,72.9,3.77
1967,9,7,14,9,2,37.9,15.3,53,4.36
1962,8,21,18,9,2,41.2333,14.9333,40,5.68
1978,4,26,14,9,5,38.3833,15.0167,36,3.64
2011,11,24,4,9,22.95,39.382,19.853,35.4,3.56
1963,5,8,2,9,5,45.95,12.1667,34,4.6
1991,6,8,8,9,27.31,38.8428,12.6908,33.1,3.8
1968,1,16,4,9,18,37.8,13,33,4.16
1977,7,3,16,9,11,43.3333,8.15,32,3.64
2001,3,14,7,9,53.48,43.72,8.0405,31.6,3.71
1976,5,5,6,9,30,44.5,9.6,28,3.64
2008,11,20,14,9,20.61,39.169,17.373,26.9,4.51
1974,9,11,4,9,20,44.4,10.1,25,3.54
2005,10,30,19,9,46.8,38.528,15.926,23.8,3.75
2012,8,30,11,9,57.38,38.3087,14.8663,23.6,3.59
2002,11,1,7,9,25.58,38.4205,13.6832,23.4,3.76
1999,10,30,7,9,45.79,39.6955,17.9472,23.2,3.78
2002,11,1,15,9,1.92,41.7415,14.8432,21.4,5.72
1975,1,16,0,9,45,38.2,15.7833,21,4.63
1980,2,14,0,9,48,44.3333,11.4833,20,4.26
1980,12,12,9,9,19,40.6833,15.4,20,4.03
2016,10,20,0,9,54.54,40.7552,15.6443,17.2,3.64
1980,12,8,4,9,24,40.7833,15.2333,17,4.55
1980,9,7,5,9,1,38.9833,16.55,17,3.84
1970,12,12,7,9,19,36.94,9.98,15,4.57
1980,3,11,14,9,52,42.8333,13.05,15,3.79
2006,1,8,16,9,24.18,37.675,14.982,14.9,3.76
2002,3,15,5,9,38.43,39.1978,16.5668,13.7,3.88
1995,8,25,7,9,26,43.7943,10.3618,13.3,3.66
2017,1,18,17,9,2.87,42.5955,13.2507,11.1,3.82
2016,1,17,22,9,23.57,41.5318,14.6057,10.7,3.84
2009,5,9,9,9,40.03,42.346,13.358,10.4,3.61
2016,3,27,13,9,29.19,41.3077,19.3567,10.1,4.15
1982,8,15,15,9,53.88,40.9433,15.3202,10,5.32
2003,3,30,11,9,59.9,43.169,15.527,10,4.62
1960,7,20,23,9,40,42.5,12.5,10,4.51
1980,11,23,19,9,49,41.382,15.4034,10,4.47
2004,9,14,18,9,25.9,45.316,14.659,10,4.12
2005,2,2,2,9,16,43.156,15.428,10,4.08
2016,12,12,17,9,41.43,42.7432,13.04,9.9,3.52
2005,6,7,9,9,14.71,40.445,19.838,9.8,3.72
2016,10,30,7,9,24.35,42.8603,13.0558,9.8,3.59
2009,4,13,19,9,49.49,42.351,13.346,9.6,3.87
1993,7,22,19,9,21.53,41.8377,15.1332,9.4,3.91
2019,2,5,8,9,11.72,42.4237,13.3123,9.4,3.63
1992,4,6,13,9,36.65,37.861,14.5755,9.3,3.65
1990,4,16,19,9,32.98,41.6147,14.2243,9.1,3.64
2012,6,18,22,9,56.89,39.7957,6.7183,8.9,4.58
2016,11,27,19,9,19.46,43.0125,13.0788,8.6,3.6
2013,8,26,22,9,48.16,43.3657,12.5388,8.3,3.95
1994,6,11,4,9,5.85,40.7982,15.2278,8.3,3.57
2012,5,29,7,9,54,44.8638,11.1017,7.7,3.73
2017,4,27,21,9,26.48,42.9557,13.0467,7.4,3.58
2019,5,7,8,9,22.23,37.8202,14.2182,6.2,3.54
2012,5,29,11,9,47.75,44.9038,10.9145,5.9,3.67
1998,2,26,12,9,24.7,44.6665,17.2652,5.8,4.47
2012,5,20,3,9,50.82,44.9008,11.2142,5.5,3.78
1999,10,30,7,9,9.5,37.76,19.98,5,4.77
1979,4,28,2,9,5,42.1,18.7333,5,4.71
1976,3,7,18,9,30,44.7833,9.3167,5,4.14
1977,1,1,17,9,1,46.5167,12.8167,5,3.54
1979,5,20,23,9,56,40.6333,15.55,5,3.54
2012,5,20,2,9,48.35,44.8338,11.3402,4.9,4.01
1997,10,20,6,9,32.08,42.9747,12.8755,3.7,3.76
1994,5,6,19,9,49.28,37.6518,14.189,3.4,4.34
1985,6,18,4,9,16.65,44.5667,9.639,2.3,3.51
1986,1,17,20,9,57.58,41.6107,14.239,2.1,3.54
1971,2,6,18,9,8,42.4333,11.8833,2,4.61
2009,9,15,9,9,14,41.17,19.51,2,3.5
1997,10,7,5,9,56.87,43.0362,12.859,1.7,4.49
1997,10,13,13,9,21.06,42.8618,12.9395,0.7,4.36
1996,7,11,19,9,26.37,44.153,9.9412,0.6,3.98
1997,10,15,14,9,58.28,42.8698,12.9945,0.6,3.96
1989,10,5,11,9,16.72,42.0775,15.5763,0.1,4.28
1997,2,22,19,9,0.23,37.7148,14.9908,0.1,3.56
1963,7,21,11,9,13,42.6167,13.35,0,4.66
1968,1,15,2,9,54,37.7,13.1,0,4.24
1987,7,10,8,9,27.25,46.002,10.9305,0,4.12
1983,10,4,7,9,57.49,40.7003,13.984,0,4.06
1976,8,27,23,9,1,47.0667,11.3667,0,4.04
1965,11,9,11,9,55,44.3,9.5,0,4
1996,12,16,9,9,53.08,44.8143,10.693,0,3.97
1984,4,29,5,9,17.42,43.2615,12.6093,0,3.85
1974,6,23,2,9,0,44.0833,11.6333,0,3.84
1969,12,23,14,9,10,45.0667,9.8,0,3.74
1972,2,5,18,9,0,43.7667,13.0167,0,3.74
1973,12,4,20,9,12,42.1667,16.1667,0,3.74
1993,3,4,23,9,22.06,43.0568,13.4252,0,3.71
1997,11,19,15,9,46.55,42.8895,12.9788,0,3.66
1964,3,14,14,9,49,46.7,8.2833,0,3.54
1994,10,19,11,9,7.1,39.6702,15.3738,0,3.53
1960,7,31,5,9,0,42.5667,12.6167,0,3.5
1977,12,30,18,8,42,39.8833,15.3833,292,4.79
2001,10,18,18,8,40,38.55,15.05,200,4.43
1978,8,9,9,8,57,38.3833,15.3167,195,3.63
2021,10,20,12,8,23.02,38.5513,15.4677,185.9,3.71
1976,4,6,9,8,58,38.65,16.0167,102,4.9
1977,9,12,2,8,10,37.2667,16.4167,46,3.84
1988,4,28,23,8,29.43,42.323,16.7498,42.4,3.61
1966,8,20,19,8,21,42.1,18.79,42,4.46
1962,8,21,20,8,0,41.1333,15.1167,40,4.14
1962,8,21,18,8,24,41.1333,15.1167,35,3.84
2012,6,6,4,8,31.41,44.3995,12.3222,31.1,4.2
1979,12,14,9,8,55,42.1667,18.7333,28,4.83
2007,9,5,5,8,13,41.4,19.4,28,4.78
2020,10,23,14,8,16.65,43.3352,17.6188,26.5,3.76
2020,11,5,14,8,10.17,40.681,10.1107,26.1,3.67
2002,10,2,10,8,39.96,38.4017,13.6408,26,3.78
2001,12,2,4,8,52.66,37.2538,16.6062,25.8,3.96
1997,4,27,21,8,48.88,37.1473,15.7367,25.7,3.66
2002,9,6,2,8,58.91,38.4238,13.746,25.1,3.86
1972,1,17,12,8,8,44.2,8.2,25,3.97
2000,5,20,0,8,24.29,39.7585,17.9442,24.9,3.88
2009,10,19,10,8,49.64,44.814,9.772,23.6,4.12
1967,10,31,21,8,7,37.8,14.3667,22,5.02
2008,12,25,3,8,29.8,44.556,10.309,21.9,4
1979,4,15,8,8,42,42.15,18.5833,21,4.59
1979,5,16,13,8,28,43.6,12.0833,21,3.84
2013,12,29,17,8,43.23,41.3952,14.4342,20.4,5.16
2019,11,26,6,8,22.85,41.5355,19.4663,20.2,5.54
2013,10,18,15,8,31.2,35.7,10.95,20.2,4.75
1978,4,8,10,8,24,37.9667,15.95,20,4.04
2013,12,20,13,8,58.71,41.6835,14.8035,18.7,3.87
2016,12,3,4,8,36.52,38.5373,14.2993,17.6,3.94
2017,4,20,11,8,52.98,38.5378,14.2978,17.4,3.51
2017,2,3,23,8,5.75,41.0158,12.6248,16.7,3.63
1986,5,31,23,8,34.94,44.4502,10.736,15.1,3.97
1988,2,8,14,8,23.02,44.1412,10.4817,14.7,3.8
1987,2,2,16,8,44.2,37.747,14.7118,13.6,4.55
1992,4,6,13,8,32.83,37.8517,14.5173,11.7,4.73
1991,4,7,13,8,33,37.8513,14.5373,11.6,4.26
1993,7,17,11,8,22.47,44.2277,8.2343,11.2,3.87
1976,5,10,5,8,51,46.25,13.1167,11,3.72
2021,3,30,6,8,10.66,42.6447,16.2137,11,3.58
2016,8,24,3,8,10.9,42.6237,13.2518,10.6,3.89
2012,9,27,1,8,22.65,41.1763,14.9208,10.3,4.42
1984,5,12,0,8,43.43,41.727,13.8872,10.2,4.17
1986,9,27,18,8,17.03,38.7367,15.2773,10,5.25
1979,4,18,20,8,54,42.0669,18.8678,10,4.68
2018,7,4,9,8,58,41.53,19.45,10,4.47
1978,3,16,6,8,38,43.0433,17.8418,10,4.35
2003,7,7,15,8,5,35.27,14.814,10,4.32
2021,2,18,12,8,41.41,45.4083,16.1198,10,4.25
2004,10,31,9,8,1.7,43.025,18.003,10,4.18
2016,11,4,5,8,53.6,41.81,19.87,10,4.15
1976,11,8,18,8,41,39.2167,18.6,10,4.14
2017,12,14,2,8,34,37.66,19.76,10,4.13
2004,11,29,1,8,10.8,43.069,15.361,10,4.01
2011,8,15,13,8,34.4,43.025,17.811,10,4
2005,4,27,13,8,8.64,43.24,12.732,10,3.65
2020,3,10,16,8,14.83,35.2553,14.5342,10,3.52
2016,9,7,5,8,47.66,42.7967,13.2037,9.9,3.63
2016,10,30,7,8,35.44,42.7133,13.1412,9.7,4.31
2016,8,31,20,8,2.98,42.8213,13.1312,9.5,3.61
2016,10,30,7,8,25.26,42.8163,13.158,9.3,3.79
2012,5,29,7,8,42.2,44.8113,11.189,9.3,3.73
2008,3,1,8,8,5.33,44.082,11.267,9,4.04
1969,7,2,8,8,0,42.1833,12,9,3.64
1964,6,4,19,8,2,45.8833,14.8333,9,3.5
2016,11,2,6,8,48.08,43.0333,13.0513,8.9,3.56
1989,4,25,1,8,39.34,38.048,14.0895,8.9,3.51
2018,4,25,1,8,16.48,43.0612,13.0378,8.1,3.63
1997,10,1,16,8,53.91,36.9727,14.2848,7.8,3.88
2011,7,6,9,8,38.73,38.051,14.782,7.6,4.06
1976,9,12,8,8,29,46.2833,13.1833,7,3.55
2010,8,28,7,8,3.25,42.834,12.654,6.7,4.16
1966,8,20,13,8,6,42.05,18.7,6,4.46
1980,6,14,6,8,16,42.55,12.7167,6,3.82
1972,2,5,7,8,11,43.7333,13.3667,5,4.46
1976,9,7,11,8,16,46.3,12.9833,5,4.02
2003,11,18,6,8,43.1,39.173,16.41,5,3.58
1989,7,27,15,8,50.87,37.7393,15.1187,4.2,4.13
1997,9,27,8,8,7.92,43.0965,12.8188,4,4.35
1997,10,10,22,8,47.46,42.9983,12.86,4,3.56
2013,12,27,7,8,28.55,46.9937,9.4823,3.8,3.6
2018,12,24,12,8,55,37.718,15.037,2.1,4.02
1960,10,29,0,8,39,44,11.3,2,4.81
1980,12,1,4,8,13,41.0667,15.05,2,4.14
2010,5,25,5,8,29,43.27,19.38,2,3.64
2000,10,9,23,8,47.69,43.4122,17.5528,1.9,3.86
2000,4,1,18,8,3.68,42.8313,11.6918,1.6,4.52
1997,10,25,3,8,6.08,42.8172,13.0598,1.4,4.27
1997,11,10,17,8,52.49,43.0695,12.873,1.3,3.66
1984,5,12,1,8,20.42,41.6902,13.9665,1.3,3.51
1996,3,31,6,8,2.31,45.7723,7.4737,0.4,4.49
1995,9,2,21,8,10.86,41.565,15.4205,0.4,3.51
1997,10,12,11,8,36.57,42.9062,12.9203,0.1,5.19
1960,3,23,23,8,49,46.3167,8.0667,0,5.28
1964,9,5,21,8,44,44,11.3,0,4.92
1960,7,12,14,8,0,42.7167,12.55,0,4.71
1968,1,11,17,8,9,44.4,12,0,4.57
1973,5,8,19,8,28,45.5667,9.6833,0,4.45
1979,7,25,14,8,50,43.4333,17.2333,0,4.29
1967,4,15,2,8,2,44.32,16.12,0,4.26
1965,5,29,17,8,47,42.8667,12.8,0,4.24
1964,8,5,4,8,17,43,13,0,4.16
2008,3,5,4,8,21.3,40.22,19.67,0,4.05
1972,7,27,0,8,47,43.7,13.5,0,3.88
1974,1,20,1,8,13,37.7167,14.8667,0,3.74
1974,8,29,1,8,52,44.5,10,0,3.74
1974,12,3,19,8,12,42.8167,12.9,0,3.74
1975,5,20,21,8,36,41,15.45,0,3.74
1980,11,24,7,8,14,40.6872,15.4261,0,3.71
1997,12,25,8,8,18.07,37.7178,15.015,0,3.68
2000,4,19,14,8,58.9,41.8943,15.3662,0,3.66
2000,9,10,15,8,56.33,40.5548,19.851,0,3.58
1982,5,2,17,8,53.2,42.8127,13.0365,0,3.55
1962,4,26,22,8,0,45.7,6.95,0,3.54
1967,7,27,18,8,17,43.45,7.9333,0,3.54
1971,2,20,1,8,4,44.5,10.4,0,3.54
1990,1,27,2,8,17.58,42.1045,15.6447,0,3.53
2021,5,3,2,7,7.08,38.8923,14.1387,421.1,3.56
2021,7,13,13,7,43.17,40.5467,12.5712,400,3.57
2014,2,14,8,7,11.1,39.8373,15.9917,253.8,3.71
1986,1,29,9,7,46.83,37.1392,15.2107,121.8,3.54
2019,8,2,5,7,41.36,38.6285,15.6885,103.2,3.53
1986,12,6,17,7,18.56,45.0037,11.5432,99.8,4.16
1976,3,14,16,7,13,44.5167,9.4167,84,3.64
1987,6,29,13,7,27.79,42.5875,15.3522,82.7,4.55
2014,6,18,3,7,10.59,37.9373,15.8823,59.9,3.64
1979,5,11,5,7,2,39.6667,15.8333,42,3.64
1997,6,19,14,7,21.89,40.5775,18.5982,33.8,3.58
2008,11,18,21,7,27.32,37.911,14.741,33.1,3.59
1971,7,19,21,7,3,44.6667,9.1167,30,3.84
2000,5,6,22,7,3.78,44.2437,11.9732,28.8,4.08
1978,9,24,8,7,44,40.6667,16.1167,27,5.05
1978,10,12,6,7,33,38.2833,14.9333,26,4.04
2000,6,27,4,7,57.87,40.8312,10.4143,24.6,4.31
2010,9,5,7,7,23.42,44.126,12.156,23.5,4
2014,11,19,13,7,33.19,36.3143,13.6427,22.8,3.57
1978,5,21,11,7,34,38.2667,15.05,21,3.54
2002,10,27,0,7,31.73,37.7188,15.0832,20.9,3.86
2019,7,26,4,7,53.86,38.6927,18.1292,18.8,3.66
2015,7,3,1,7,23.92,39.9285,16.5353,18.7,3.55
2013,7,2,19,7,32.5,47.99,19.22,17,3.76
1976,9,5,12,7,5,44.5333,9.5333,16,3.84
2011,7,10,3,7,3.78,36.67,15.646,15.8,3.99
1998,2,4,14,7,10.19,45.7783,14.3618,15.5,3.66
2017,1,27,17,7,59.047,40.8006,19.7534,15.4,4.6
2016,1,8,13,7,41,42.93,18.52,15,4.5
1979,4,19,7,7,6,42.0442,18.9409,15,4.35
1965,5,22,20,7,40,44.2333,10.1,15,4.16
2011,12,27,1,7,45.36,39.58,16.922,14.7,3.66
2015,5,29,13,7,56.16,42.9652,14.3837,14.6,4.49
2011,12,11,18,7,24,35.78,18.46,14,3.91
1971,5,9,23,7,20,41.1833,15.25,13,3.54
1993,3,17,0,7,19.2,37.5657,13.8493,12.8,3.75
1986,10,13,5,7,55.28,42.9133,13.2757,12.5,3.89
2021,2,24,22,7,17.46,42.7387,17.8927,11,4.02
2017,1,18,11,7,37.17,42.6197,13.2557,10.7,4.38
2016,10,30,7,7,53.69,42.7163,13.1902,10.2,4.2
2012,5,26,21,7,31.85,44.8255,11.1627,10.2,3.85
2009,10,20,5,7,30.52,42.391,13.245,10.1,3.69
2007,8,1,0,7,54.92,39.003,17.176,10,4.41
1998,3,13,23,7,29,43.11,18.18,10,4.07
1979,9,24,5,7,9,42.7,13.0167,10,3.91
2003,4,26,11,7,2.5,43.139,15.334,10,3.77
2021,6,1,3,7,37.04,45.3875,16.2718,10,3.67
1986,8,7,11,7,38.99,41.6502,13.9797,10,3.65
1988,8,11,0,7,3.39,42.5422,16.9275,10,3.53
1995,10,13,22,7,41.61,44.5005,6.8473,9.9,3.56
2016,10,30,12,7,0.21,42.8418,13.0757,9.7,4.67
1987,5,11,15,7,57.28,41.734,12.739,9.7,3.65
1984,5,7,18,7,15.88,41.6445,13.863,9.4,4.51
2019,11,16,1,7,33.15,39.7158,15.4353,8.9,3.76
2016,9,21,7,7,24.02,42.803,13.1547,8.8,3.53
2013,7,21,3,7,24.44,43.5028,13.7152,8.6,4.19
2016,8,28,13,7,32.97,42.5985,13.2867,8.6,3.72
2016,10,30,16,7,21.49,43.0605,13.064,8.1,3.71
2012,5,29,11,7,4.63,44.893,11.0333,8,4.08
2016,11,1,8,7,24.24,42.9863,13.1507,7.7,3.61
1998,5,20,11,7,41.83,43.081,10.8105,7.6,3.76
2014,12,20,4,7,4.83,43.5977,11.2372,7.4,3.58
2002,10,27,2,7,30.63,37.7527,15.0432,7,3.66
2016,8,24,2,7,30.34,42.6632,13.2957,6.4,3.89
2012,5,20,2,7,28.95,44.8737,11.2703,6.1,5.12
1997,9,3,22,7,29.7,43.026,12.8768,5.7,4.54
2012,5,20,3,7,53.1,44.8958,11.1232,5.7,3.78
1993,6,27,11,7,28.09,38.0138,14.1733,5.7,3.54
1997,10,4,15,7,20.94,42.9167,12.9175,5.1,4.4
1968,1,5,6,7,39,42.3333,12.55,5,4.36
2012,5,29,7,7,20.91,44.8463,10.9902,3.5,4.14
1986,6,22,14,7,51.13,43.5055,13.6747,3.4,3.91
2012,6,1,23,7,15.19,44.8957,10.9355,3.4,3.55
2001,8,3,23,7,8.79,40.4247,17.1888,2.5,3.98
2011,8,20,9,7,48,43.39,17.56,2,4.21
1997,11,17,11,7,27.93,43.0755,12.859,1.8,3.76
1997,11,9,19,7,33.27,42.8462,12.9882,1.5,4.87
1997,9,26,2,7,17,43.0623,12.8767,1.2,3.76
2008,5,13,10,7,48.39,37.751,15.068,1,3.64
1989,10,5,12,7,42.89,42.1433,15.6477,0.1,3.6
1994,3,19,2,7,53.87,42.692,13.3457,0.1,3.56
1971,10,5,0,7,8,42.8,13.2,0,4.57
1960,7,18,4,7,0,42.55,12.4833,0,4.44
1966,5,26,18,7,14,44.5,11.2,0,4.44
1976,6,10,21,7,43,41.9,15.65,0,4.37
1976,5,6,21,7,36,46.2167,12.9667,0,4.11
1976,5,6,23,7,2,46.2667,13.2333,0,4.06
1971,7,9,21,7,3,44.75,8.8167,0,4.05
1984,5,21,14,7,44.67,43.4008,10.2787,0,3.97
1965,5,29,17,7,42,42.8667,12.8,0,3.94
1997,9,29,17,7,22.8,37.6903,15.0532,0,3.86
1974,10,26,15,7,50,44.1667,10.7167,0,3.84
1970,7,8,14,7,33,46.1833,7.6,0,3.74
1972,11,26,18,7,20,42.8333,13.5833,0,3.7
1963,7,19,7,7,49,43.4,8.2,0,3.64
1963,8,29,18,7,38,43.4,8.2,0,3.64
1973,1,7,13,7,29,45.6667,11.05,0,3.64
1974,12,29,17,7,0,42.4,12.8667,0,3.64
1976,9,17,4,7,11,44.8,9.3167,0,3.64
1973,5,23,22,7,7,46.75,10.05,0,3.54
2005,8,14,7,6,53.31,38.875,15.495,222.4,4.03
2012,11,13,7,6,33.34,38.2345,15.8543,78.4,4.38
1980,12,1,7,6,56,39.039,15.097,60,3.53
2012,4,19,1,6,18.53,37.682,16.832,47.9,3.61
2019,6,27,23,6,16.17,36.2272,11.239,40.5,3.54
1979,8,15,3,6,18,37.9167,17.9,40,3.84
2018,12,6,19,6,48.78,40.6613,10.7395,38.8,3.57
1989,3,11,21,6,3.45,41.747,15.3335,37.1,4.21
1979,12,8,4,6,29,37.85,11.5167,34,5.48
1967,8,15,7,6,28,38.8,15.1,33,4.57
1981,11,29,5,6,47,40.74,15.64,33,4.51
2002,9,9,6,6,37.4,37.63,19.98,33,4.4
1980,11,25,2,6,18,40.8815,15.3895,33,3.59
2014,11,19,13,6,13.71,36.3633,13.5023,32.3,3.85
2019,11,26,17,6,1.9,41.4777,19.7798,30.4,4.16
1997,7,30,16,6,37.4,37.2023,14.7718,30.3,4.56
2012,1,25,8,6,37.09,44.871,10.51,29,5.02
1997,2,24,12,6,18.32,43.789,8.4272,27.2,3.86
2000,4,19,20,6,52.13,44.2515,11.9358,26.4,3.62
2002,9,10,9,6,24.18,38.3942,13.6687,25.8,3.58
1997,9,4,0,6,8.67,38.3758,16.2318,25.6,4.06
1987,7,16,19,6,6.52,43.8627,11.789,25,3.97
1964,3,14,1,6,36,45.3667,8.7833,25,3.64
2013,8,15,23,6,51.2,38.1627,14.9138,24.8,4.27
1995,4,11,12,6,51.62,37.625,13.8588,24,4.22
1972,11,24,8,6,4,42.85,13.4167,24,4.04
2002,9,20,23,6,4.93,38.3998,13.7152,22.6,4.73
2002,9,11,20,6,36.02,38.421,13.6785,22,3.68
2002,10,27,6,6,57.59,37.7242,15.1315,21.6,4.46
1980,11,25,17,6,44,40.6333,15.4333,21,4.93
1978,3,23,2,6,29,43.75,11.2833,21,3.64
1997,9,19,23,6,53.57,38.641,14.6232,20.7,3.98
2001,1,23,15,6,44.16,38.6205,13.9963,20.3,3.78
1980,11,26,6,6,9,40.5167,15.5833,20,4.14
1971,5,5,7,6,35,41.15,15.2333,20,3.64
1980,11,23,20,6,20,40.7833,15.1167,18,4.52
1977,4,22,13,6,3,43.8333,8.6333,18,3.84
1999,5,13,16,6,52.33,46.2727,13.5558,17.8,4.06
2008,10,24,3,6,39.16,44.361,7.275,15.2,4.11
1980,8,17,22,6,18,44.2333,16.5833,15,3.6
1996,4,16,18,6,50.92,46.3233,12.5698,14.2,3.73
1996,8,14,16,6,50.06,37.7758,14.9277,13.6,3.52
1980,5,31,13,6,5,42.8333,13.1333,12,4.14
1998,10,19,21,6,39.81,38.9267,16.2853,11.4,3.58
2019,12,16,8,6,33.94,41.0692,14.739,10.9,3.84
2016,8,24,12,6,9.35,42.8347,13.1507,10.3,3.65
2014,1,26,19,6,40.2,43.28,19.96,10,4.54
1980,11,23,19,6,46,40.7169,15.4113,10,4.38
2014,3,8,15,6,32,41.51,19.44,10,4.22
1992,3,18,3,6,18.11,36.1303,14.756,10,3.64
2009,10,18,8,6,9.67,35.014,14.72,10,3.62
2021,4,7,2,6,7.31,41.4762,19.3805,10,3.5
2005,12,18,8,6,48.3,42.738,12.753,9.8,3.61
2016,10,30,7,6,45.18,42.8747,13.0583,9.6,3.89
2020,7,13,12,6,53.77,46.3337,12.6337,9.6,3.69
1996,10,20,19,6,55.57,42.559,13.2637,9.1,4.36
2013,12,22,10,6,35.69,43.3812,12.519,8.6,4.18
2008,2,20,8,6,19.11,41.582,13.78,8.5,4.29
2012,5,28,1,6,26.83,39.8692,16.1022,8.3,4.48
1980,5,28,4,6,49,42.1167,13.3,8,4.17
2005,10,30,6,6,49.76,37.623,15.061,8,3.71
2009,3,6,23,6,44.1,41.168,19.513,7.9,3.99
2011,6,4,18,6,50.27,43.871,11.98,7.4,3.69
1984,7,22,12,6,9.18,41.7668,13.988,7.2,3.54
2021,7,22,14,6,22.32,42.7573,12.5588,7.1,3.65
2016,8,24,4,6,50.98,42.771,13.1238,6.2,4.63
2003,12,16,7,6,19,46.361,16.945,6,3.74
1980,5,28,4,6,8,42.1333,13.2833,6,3.68
1997,8,8,4,6,1.81,37.7137,14.929,5.1,3.68
2012,5,20,2,6,12.05,44.8787,11.1202,5,4.92
2012,5,20,2,6,26.47,44.9052,11.165,4.3,4.91
1972,6,21,15,6,44,43.8167,13.6,4,3.88
1990,9,20,20,6,6.58,40.7222,15.7872,3,3.71
1979,8,31,18,6,31,42.1667,18.7333,3,3.54
1997,5,23,19,6,44.53,37.3037,14.789,2.9,3.96
1997,11,9,21,6,40.08,42.848,13.0005,1.8,3.56
1979,11,8,19,6,3,42.7167,13,1,3.59
2001,7,17,15,6,15.27,46.6975,11.0745,0,4.78
1961,4,17,16,6,14,40.6833,13.95,0,4.74
1972,3,21,23,6,43,35.7994,14.9797,0,4.57
1961,4,17,16,6,0,42.0333,13.4333,0,4.54
1965,4,12,13,6,38,39.1,14.1,0,4.36
1973,11,7,17,6,15,44.0833,10.75,0,4.34
1973,11,7,17,6,17,43.9833,11.4167,0,4.26
1977,7,6,5,6,30,44.25,9.25,0,4.14
1974,10,19,11,6,0,41.7,15.9333,0,4.04
1996,10,15,10,6,59.14,44.865,10.7877,0,3.92
1968,1,17,12,6,48,37.8,13,0,3.74
1965,10,7,10,6,35,43.9,7.7,0,3.7
